,country_region,Model,Scenario,Category,Subcategory,Indicator,composite_name,Definition,Unit,Year,Value,Timestamp
0,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2100,,2100-01-01
1229,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2040,0.75,2040-01-01
1230,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2040,0.55,2040-01-01
1231,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,VOC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | VOC",Volatile organic compound emissions form the agriculture setor,kt/yr,2040,0.56,2040-01-01
1232,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2040,0.16,2040-01-01
1233,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2040,0.12,2040-01-01
1234,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2040,28.3,2040-01-01
1235,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2040,1.58,2040-01-01
1236,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2040,3.3,2040-01-01
1237,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by forest set-asides,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by forest set-asides",Area of land affected by forest set-asides,million Ha/yr,2040,0.0,2040-01-01
1238,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2040,20.8,2040-01-01
1239,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,NOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | NOx",Nitrogen oxides emissions from agriculture sector,kt/yr,2040,21.1,2040-01-01
1240,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2040,173.0,2040-01-01
1241,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2040,127.0,2040-01-01
1242,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,SOx,"Agriculture, Land Use and Forestry | Agriculture Pollutants | SOx",Sulfur oxides emissions from the agriculture sector,kt/yr,2040,129.0,2040-01-01
1243,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | N2O",Nitrous oxide emissions from the agriculture sector,Mt CO2e/yr,2040,42.32,2040-01-01
1244,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,N2O,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | N2O",Nitrous oxide emissions from the agriculture sector,Mt CO2e/yr,2040,36.95,2040-01-01
1245,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2040,0.96,2040-01-01
1246,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2040,0.94,2040-01-01
1247,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM10,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM10",Particulate matter of 2.5-10 micrometer in diameter emsisions form the agticulture sector,kt/yr,2040,1.28,2040-01-01
1248,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2040,0.07,2040-01-01
1249,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2040,0.05,2040-01-01
1250,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2040,4.99,2040-01-01
1251,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2040,4.92,2040-01-01
1252,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,CO,"Agriculture, Land Use and Forestry | Agriculture Pollutants | CO",Carbon monoxide emissions form the arigulture sector,kt/yr,2040,6.7,2040-01-01
1253,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,BC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | BC",Black carbon emissions from the agriculture sector,kt/yr,2040,0.05,2040-01-01
1254,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2040,0.03,2040-01-01
1255,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2040,0.02,2040-01-01
1256,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,OC,"Agriculture, Land Use and Forestry | Agriculture Pollutants | OC",Organic carbons emissions from the agriculture sector,kt/yr,2040,0.02,2040-01-01
1257,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2040,0.0,2040-01-01
1258,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2040,0.0,2040-01-01
1259,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Heat,"Agriculture, Land Use and Forestry | Agriculture energy use | Heat",Heat consumption by the agriculture sector,EJ/yr,2040,0.0,2040-01-01
1260,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Petroleum diesel,"Agriculture, Land Use and Forestry | Agriculture energy use | Petroleum diesel",Petroleum diesel consumption by the agriculture sector,EJ/yr,2040,0.12,2040-01-01
1261,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2040,1.67,2040-01-01
1262,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2040,0.0,2040-01-01
1263,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2040,0.0,2040-01-01
1264,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture GHG Emissions by Gas,F-gases,"Agriculture, Land Use and Forestry | Agriculture GHG Emissions by Gas | F-gases",F-gases emissions from the agriculture sector,Mt CO2e/yr,2040,0.0,2040-01-01
1265,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2040,1.78,2040-01-01
1266,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",LULUCF Anthropogenic GHG Emissions by Gas,CH4,"Agriculture, Land Use and Forestry | LULUCF Anthropogenic GHG Emissions by Gas | CH4",Total anthropogenic methane emissions from land use,Mt CO2e/yr,2040,1.88,2040-01-01
1267,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2040,0.0,2040-01-01
1268,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2040,0.0,2040-01-01
1269,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by avoided deforestation,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by avoided deforestation",Area of land affected by avoided deforestation,million Ha/yr,2040,0.0,2040-01-01
1270,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2040,0.01,2040-01-01
1271,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2040,0.0,2040-01-01
1272,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2040,0.0,2040-01-01
1273,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by peatland restoration,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by peatland restoration",Area of land affected by petland restoration,million Ha/yr,2040,0.0,2040-01-01
1274,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2040,5.43,2040-01-01
1275,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2040,11.34,2040-01-01
1276,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Land Cover,Land area affected by improved forest management,"Agriculture, Land Use and Forestry | Land Cover | Land area affected by improved forest management",Area of land affected by improved foresst management,million Ha/yr,2040,0.0,2040-01-01
1277,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2040,0.01,2040-01-01
1278,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2040,0.87,2040-01-01
1279,Mexico,"Energy Policy Simulator, Mexico",Conditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2040,0.64,2040-01-01
1280,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Natural gas,"Agriculture, Land Use and Forestry | Agriculture energy use | Natural gas",Natural consumption by the agriculture sector,EJ/yr,2040,0.01,2040-01-01
1281,Mexico,"Energy Policy Simulator, Mexico",Unconditional NDC,"Agriculture, Land Use and Forestry",Agriculture Pollutants,PM2.5,"Agriculture, Land Use and Forestry | Agriculture Pollutants | PM2.5",Particulate matter of 2.5 or less in diameter emissions from the agriculture sector,kt/yr,2040,0.64,2040-01-01
1282,Mexico,"Energy Policy Simulator, Mexico",Business as Usual,"Agriculture, Land Use and Forestry",Agriculture energy use,Biomass,"Agriculture, Land Use and Forestry | Agriculture energy use | Biomass",Biomass consumption by the agricuture sector,EJ/yr,2040,0.0,2040-01-01
